,pl,be,uk,ru,bg,sl,cs
495,[???] mają około 600 km długości i 30 do 50 km szerokości.,Даўжыня [???] каля 600 км і шырыня ад 30 да 50 км.,"Довжина [???] становить близько 600 км, а ширина — від 30 до 50 км.","Длина [???] около 600 км, ширина от 30 до 50 км.",[???] са дълги около 600 км и широки от 30 до 50 км.,[???] so dolgi približno 600 km in široki od 30 do 50 km.,[???] jsou asi 600 km dlouhé a 30 až 50 km široké.
496,"[???] znajduje się w takim basenie, ale jego wysokość (około 530 metrów / 1739 stóp) ma tendencję do łagodzenia temperatury latem i łagodzenia uciążliwej wysokiej wilgotności.","[???] знаходзіцца ў такім катлавіне, але яго вышыня (каля 530 метраў / 1739 футаў) мае тэндэнцыю да ўмеранай летняй тэмпературы і паслаблення прыгнятальнай высокай вільготнасці.","[???] знаходиться в такій улоговині, але його висота (близько 530 метрів / 1739 футів) має тенденцію до помірної літньої температури та полегшення гнітючої високої вологості.","[???] расположен в таком бассейне, но его высота (около 530 метров / 1739 футов) имеет тенденцию к умерению летней температуры и уменьшению угнетающей высокой влажности.","[???] се намира в такъв басейн, но неговата надморска височина (около 530 метра / 1739 фута) има тенденция към умерена лятна температура и облекчаване на потискащата висока влажност.","[???] se nahaja v takšni kotlini, vendar njena nadmorska višina (približno 530 metrov / 1739 čevljev) nagiba k zmerni poletni temperaturi in razbremeni tlačno visoko vlažnost.","[???] se nachází v takové pánvi, ale jeho nadmořská výška (asi 530 metrů / 1739 stop) má tendenci zmírňovat letní teploty a zmírňovat tísnivou vysokou vlhkost."
497,"[???] ma 28 województw, na czele których stoi wojewoda mianowany przez rząd.","[???] мае 28 правінцый, кожную з якіх узначальвае губернатар правінцыі, які прызначаецца ўрадам.","[???] має 28 провінцій, кожну з яких очолює губернатор провінції, який призначається урядом.","[???] имеет 28 провинций, каждую из которых возглавляет губернатор провинции, назначаемый правительством.","[???] има 28 провинции, всяка от които се ръководи от управител на провинция, назначен от правителството.","[???] ima 28 provinc, od katerih vsako vodi guverner, ki ga imenuje vlada.","[???] má 28 provincií, v jejichž čele stojí provinční guvernér jmenovaný vládou."
498,"W sumie [???] ma 28 województw, na czele każdego z nich stoi wojewoda mianowany przez rząd.","Усяго [???] мае 28 правінцый, кожную з якіх узначальвае губернатар правінцыі, які прызначаецца ўрадам.","Всього [???] має 28 провінцій, кожну з яких очолює губернатор провінції, який призначається урядом.","Всего [???] насчитывает 28 провинций, каждую из которых возглавляет провинциальный губернатор, назначаемый правительством.","Общо [???] има 28 провинции, всяка от които се ръководи от управител на провинция, назначен от правителството.","Vseh [???] ima 28 provinc, od katerih vsako vodi guverner, ki ga imenuje vlada.","Ve všech [???] má 28 provincií, v jejichž čele stojí provinční guvernér jmenovaný vládou."
499,[???] służy jako główny ośrodek maszyn rolniczych.,[???] служыць галоўным цэнтрам сельскагаспадарчай тэхнікі.,[???] служить основним центром сільськогосподарської техніки.,[???] служит главным центром сельскохозяйственного машиностроения.,[???] служи като основен център за селскостопанска техника.,[???] služi kot glavno središče kmetijske mehanizacije.,[???] slouží jako hlavní středisko zemědělské techniky.
500,Arbanasi i [???] to wiejskie miejscowości turystyczne o dobrze zachowanych tradycjach etnograficznych.,Арбанасі і [???] — сельскія турыстычныя аб'екты з добра захаванымі этнаграфічнымі традыцыямі.,Арбанаси та [???] – це сільські туристичні місця з добре збереженими етнографічними традиціями.,Арбанаси и [???] - сельские туристические направления с хорошо сохранившимися этнографическими традициями.,Арбанаси и [???] са селски туристически дестинации с добре запазени етнографски традиции.,Arbanasi in [???] sta podeželski turistični kraji z dobro ohranjenim etnografskim izročilom.,Arbanasi a [???] jsou venkovské turistické destinace s dobře zachovanými etnografickými tradicemi.
501,"Nowe połączenie mostowe z [???] ma zostać ukończone w 2011 r., odciążając ruch drogowy i kolejowy w tym kierunku.","Новае злучэнне моста з [???] плануецца завяршыць у 2011 годзе, што палегчыць заторы на аўтамабільных і чыгуначных дарогах у гэтым кірунку.","У 2011 році планується завершити будівництво нового моста з [???], що дозволить розвантажити автомобільні та залізничні затори в цьому напрямку.","Строительство нового моста с [???] планируется завершить в 2011 году, что разгрузит автомобильные и железные дороги в этом направлении.","Новата мостова връзка с [???] е планирана да бъде завършена през 2011 г., облекчавайки задръстванията по пътищата и железопътните линии в тази посока.","Nova mostna povezava z [???] naj bi bila dokončana v letu 2011, kar bo razbremenilo cestne in železniške zastoje v tej smeri.","Nové mostní spojení s [???] je naplánováno na dokončení v roce 2011, čímž se uvolní silniční a železniční kongesce v tomto směru."
502,Głównym i największym portem jest [???].,Асноўны і найбуйнейшы порт [???].,Основний і найбільший порт — [???].,Главный и самый большой порт [???].,Основно и най-голямо пристанище е [???].,Glavno in največje pristanišče je [???].,Hlavní a největší přístav je [???].
503,"Mimo że jest utrudniony przez skrajnie ubogą w zasoby gospodarkę krajową, [???] pozostaje zaangażowany w program dostosowania strukturalnego, który uruchomił w 1991 roku.","Нягледзячы на ​​​​тое, што айчынная эканоміка вельмі пазбаўленая рэсурсаў, [???] застаецца прыхільнай праграме структурнай перабудовы, якую яна запусціла ў 1991 годзе.","Незважаючи на те, що вітчизняна економіка вкрай обмежена ресурсами, [???] залишається відданою програмі структурної перебудови, яку вона запустила в 1991 році.","Несмотря на то, что экономика страны крайне бедна ресурсами, [???] по-прежнему привержена программе структурной перестройки, запущенной в 1991 году.","Въпреки че е затруднен от изключително лишената от ресурси местна икономика, [???] остава отдадена на програмата за структурни корекции, която стартира през 1991 г.","Čeprav je prizadet zaradi izredno prikrajšanega domačega gospodarstva, [???] ostaja zavezan programu strukturnega prilagajanja, ki ga je začel leta 1991.","I když je [???] znevýhodněna domácí ekonomikou extrémně ochuzenou o zdroje, zůstává oddána programu strukturálních úprav, který zahájila v roce 1991."
504,"[???] stara się poprawić gospodarkę poprzez rozwój zasobów mineralnych, poprawę infrastruktury, zwiększenie produktywności i konkurencyjności sektora rolnego i hodowlanego oraz stabilizację dostaw i cen zbóż.","[???] спрабуе палепшыць эканоміку шляхам распрацоўкі мінеральных рэсурсаў, паляпшэння інфраструктуры, павышэння прадукцыйнасці і канкурэнтаздольнасці сельскагаспадарчага і жывёлагадоўчага сектара, а таксама стабілізацыі паставак і цэн на збожжавыя.","[???] намагається покращити економіку шляхом розробки своїх мінеральних ресурсів, покращення інфраструктури, підвищення продуктивності та конкурентоспроможності сільськогосподарського та тваринницького секторів, а також стабілізації постачання та цін на зернові.","[???] пытается улучшить экономику, развивая свои минеральные ресурсы, улучшая свою инфраструктуру, повышая производительность и конкурентоспособность своего сельскохозяйственного и животноводческого секторов и стабилизируя поставки и цены на зерновые.","[???] се опитва да подобри икономиката, като развива своите минерални ресурси, подобрява инфраструктурата си, прави своите селскостопански и животновъдни сектори по-продуктивни и конкурентоспособни и стабилизира доставките и цените на зърнените култури.","[???] poskuša izboljšati gospodarstvo z razvojem svojih mineralnih surovin, izboljšanjem svoje infrastrukture, narediti svoj kmetijski in živinorejski sektor bolj produktiven in konkurenčen ter stabilizirati zaloge in cene žit.","[???] se pokouší zlepšit ekonomiku rozvojem svých nerostných zdrojů, zlepšením infrastruktury, zvýšením produktivity a konkurenceschopnosti svých zemědělských a živočišných odvětví a stabilizací dodávek a cen obilovin."
505,[???] był miejscem kilku historii sukcesu w rozwoju.,[???] быў месцам некалькіх гісторый поспеху распрацоўкі.,[???] був сайтом кількох історій успіху розвитку.,[???] был местом нескольких успешных разработок.,[???] е мястото на няколко успешни истории за развитие.,[???] je bilo mesto številnih zgodb o uspehu pri razvoju.,[???] byl místem několika úspěšných vývojových příběhů.
506,"[???] zajmuje powierzchnię równą 27 830 kilometrów kwadratowych, z czego 25 650 km² to grunty.","[???] займае плошчу, роўную 27 830 квадратных кіламетраў, з якіх 25 650 км² складае суша.","[???] займає площу, що дорівнює 27 830 квадратним кілометрам, з яких 25 650 км² — суша.","[???] занимает площадь, равную 27 830 квадратных километров, из которых 25 650 км² приходится на сушу.","[???] заема площ, равна на 27 830 квадратни километра, от които 25 650 km² са земя.","[???] zavzema površino 27.830 kvadratnih kilometrov, od tega je 25.650 km² zemljišč.","[???] zaujímá plochu o velikosti 27 830 kilometrů čtverečních, z čehož 25 650 km² je pevnina."
507,"[???] jest krajem śródlądowym, ubogim w zasoby, ze słabo rozwiniętym sektorem produkcyjnym.","[???] не мае выхаду да мора, бедная рэсурсамі краіна з недастаткова развітым сектарам вытворчасці.","[???] не має виходу до моря, бідна на ресурси країна з нерозвиненим виробничим сектором.","[???] — не имеющая выхода к морю, бедная ресурсами страна со слаборазвитым производственным сектором.","[???] е без излаз на море, бедна на ресурси страна със слабо развит производствен сектор.",[???] je država brez izhoda na morje in z viri revna država z nerazvitim proizvodnim sektorjem.,[???] je vnitrozemská země chudá na zdroje s nedostatečně rozvinutým výrobním sektorem.
508,"Pomimo tego, że jest najmniejszą gminą, [???] ma najwyższą gęstość zaludnienia z 19 z 20 822 mieszkańcami na km².","Нягледзячы на ​​​​тое, што гэта самы маленькі муніцыпалітэт, [???] мае самую высокую шчыльнасць насельніцтва з 19 з 20 822 жыхарамі на км².","Незважаючи на те, що є найменшим муніципалітетом, [???] має найвищу щільність населення з 19 з 20 822 мешканців на км².","Несмотря на то, что это самый маленький муниципалитет, [???] имеет самую высокую плотность населения из 19 - 20 822 человека на км².","Въпреки че е най-малката община, [???] има най-висока гъстота на населението от 19-те с 20 822 жители на км².","Kljub temu, da je najmanjša občina, ima [???] največjo gostoto prebivalstva od 19 z 20.822 prebivalci na km².","Přestože je [???] nejmenší obcí, má nejvyšší hustotu obyvatelstva z 19 s 20 822 obyvateli na km²."
509,"[???] zajmuje trzecie miejsce pod względem liczby międzynarodowych konferencji, które organizuje, stając się jednocześnie jednym z największych centrów kongresowych na świecie.","[???] займае трэцяе месца па колькасці міжнародных канферэнцый, якія ён прымае, а таксама становіцца адным з найбуйнейшых канферэнц-цэнтраў у свеце.","[???] займає третє місце за кількістю міжнародних конференцій, які він проводить, а також стає одним із найбільших конференц-центрів у світі.","[???] занимает третье место по количеству проводимых международных конференций, а также становится одним из крупнейших конференц-центров в мире.","[???] е трети по броя на международните конференции, които е домакин, като също така се превръща в един от най-големите конгресни центрове в света.","[???] je tretji po številu mednarodnih konferenc, ki jih gosti, in postaja eden največjih kongresnih centrov na svetu.","[???] je třetí v počtu mezinárodních konferencí, které pořádá, a zároveň se stává jedním z největších kongresových center na světě."
510,[???] jest bliźniakiem z następującymi miastami:,[???] з'яўляецца пабрацімам з наступнымі гарадамі:,[???] є побратимом з такими містами:,[???] является побратимом следующих городов:,[???] е побратимен със следните градове:,[???] je pobrateno z naslednjimi mesti:,[???] je spojený s těmito městy:
511,[???] leży na zachodzie i obejmuje 84 406 km 2 (32 589 mil kwadratowych).,[???] знаходзіцца на захадзе і займае 84 406 км 2 (32 589 квадратных міль).,[???] знаходиться на заході та охоплює 84 406 км 2 (32 589 квадратних миль).,[???] находится на западе и занимает площадь 84 406 км 2 (32 589 квадратных миль).,[???] е на запад и обхваща 84 406 км 2 (32 589 квадратни мили).,[???] je na zahodu in obsega 84.406 km 2 (32.589 kvadratnih milj).,[???] je na západ a pokrývá 84 406 km 2 ( 32 589 čtverečních mil ).
512,Stolicą jest [???].,Сталіца [???].,Столиця — [???].,Столица [???].,Столицата е [???].,Glavno mesto je [???].,Hlavní město je [???].
513,[???] słynie z dobrze zachowanego środowiska naturalnego i ambitnej polityki ochrony przyrody zapoczątkowanej w latach 90. XX wieku.,"[???] вядомы сваім добра захаваным прыродным асяроддзем і сваёй амбіцыйнай палітыкай аховы прыроды, якая пачалася ў 1990-х гадах.","[???] відомий своїм добре збереженим природним середовищем і своєю амбітною природоохоронною політикою, яка розпочалася в 1990-х роках.","[???] известен своей хорошо сохранившейся природной средой и амбициозной политикой защиты окружающей среды, которая началась в 1990-х годах.","[???] е известен с добре запазената си природна среда и амбициозните си политики за защита на природата, започнали през 90-те години.","[???] je znan po svojem dobro ohranjenem naravnem okolju in ambiciozni politiki varovanja narave, ki se je začela v 90. letih prejšnjega stoletja.","[???] je známý pro své dobře zachovalé přírodní prostředí a ambiciózní politiku ochrany přírody, která začala v 90. letech 20. století."
514,[???] dzieli się na 14 gmin wiejskich:,[???] падзяляецца на 14 сельскіх акругаў:,[???] ділиться на 14 сільських районів:,[???] делится на 14 сельских округов:,[???] е разделен на 14 селски района:,[???] je razdeljen na 14 podeželskih okrožij:,[???] je rozdělen do 14 venkovských okresů:
515,"[???] ma jednak również własne wytwarzanie energii przez małe elektrownie cieplne, a zwłaszcza przez turbiny wiatrowe.","[???], аднак, таксама мае ўласную выпрацоўку электраэнергіі невялікімі цеплавымі электрастанцыямі і асабліва ветравымі турбінамі.","[???], однак, також має власне виробництво електроенергії на малих теплових електростанціях і особливо на вітрових турбінах.",Однако [???] также имеет собственное производство электроэнергии на малых тепловых электростанциях и особенно на ветряных турбинах.,[???] обаче има и собствено производство на електроенергия от малки топлоелектрически централи и особено от вятърни турбини.,[???] pa ima tudi lastno proizvodnjo električne energije v malih termoelektrarnah in predvsem v vetrnih turbinah.,[???] má však i vlastní výrobu elektřiny malými tepelnými elektrárnami a zejména větrnými turbínami.
516,"Napisał również: „Próbują dodać oliwy do ognia, który został ugaszony, mówiąc, że [???] mają zgniłe mózgi”.","Ён таксама напісаў: «Яны спрабуюць падліць алею ў агонь, які патушылі, кажучы, што [???] маюць гнілыя мазгі».","Він також написав: «Вони намагаються підлити масла у загашений вогонь, кажучи, що [???] мають гнилі мізки».","Он также написал: «Они пытаются подлить масла в потушенный огонь, говоря, что у [???] гнилые мозги».","Той също така написа: „Те се опитват да налеят масло в огъня, който е погасен, като казват, че [???] имат гнили мозъци.","Napisal je tudi: ""Skušajo priliti olje na ogenj, ki je bil pogašen, s tem, da [???] imajo gnile možgane.""","Napsal také: ""Snaží se přidat olej do ohně, který byl uhašen, tím, že říkají, že [???] mají zkažené mozky."""
517,"Według niektórych źródeł [???] jest drugim co do wielkości miastem w kraju, a według innych trzecim.","Паводле адных звестак, [???] з'яўляецца другім па велічыні горадам краіны, а паводле іншых — трэцім.","За деякими даними, [???] є другим за величиною містом країни, а за іншими – третім.","По одним данным, [???] является вторым по величине городом в стране, а по другим - третьим.","Според някои източници [???] е вторият по големина град в страната, а според други третият.","Po nekaterih virih je [???] drugo največje mesto v državi, po drugih pa tretje.",Podle některých zdrojů je [???] druhé největší město v zemi a podle jiných třetí.
518,"z populacją 122 173 (1991) [???] jest ważnym ośrodkiem przemysłowym, rolniczym, handlowym, edukacyjnym i kulturalnym.","і з насельніцтвам 122 173 (1991) [???] з'яўляецца важным прамысловым, сельскагаспадарчым, гандлёвым, адукацыйным і культурным цэнтрам.","і з населенням 122 173 (1991) [???] є важливим промисловим, сільськогосподарським, комерційним, освітнім і культурним центром.","с населением 122 173 человека (1991 г.) [???] является важным промышленным, сельскохозяйственным, торговым, образовательным и культурным центром.","и с население от 122 173 (1991 г.), [???] е важен индустриален, селскостопански, търговски, образователен и културен център.","in s 122.173 prebivalci (1991) je [???] pomembno industrijsko, kmetijsko, trgovsko, izobraževalno in kulturno središče.","a s populací 122,173 (1991), [???] je důležité průmyslové, zemědělské, komerční, vzdělávací a kulturní centrum."
519,[???] ma jeden z najstarszych i najbardziej prestiżowych teatrów w kraju.,[???] мае адзін з найстарэйшых і прэстыжных тэатраў краіны.,[???] має один із найстаріших і найпрестижніших театрів країни.,[???] имеет один из старейших и престижнейших театров страны.,[???] разполага с един от най-старите и престижни театри в страната.,[???] ima eno najstarejših in najprestižnejših gledališč v državi.,[???] má jedno z nejstarších a nejprestižnějších divadel v zemi.
520,"Tradycyjnie silne centrum handlowe, [???] znane jest również jako miasto konsulów.",Традыцыйна моцны гандлёвы цэнтр [???] таксама вядомы як горад консулаў.,Традиційно сильний торговий центр [???] також відомий як місто консулів.,"Традиционно сильный торговый центр, [???] также известен как город консулов.","Традиционно силен търговски център, [???] е известен също като градът на консулите.","Tradicionalno močno trgovsko središče, [???] je znano tudi kot mesto konzulov.",Tradičně silné obchodní centrum [???] je také známé jako město konzulů.
521,[???] znajduje się na wysokości 615 m n.p.m.,[???] знаходзіцца на вышыні 615 метраў над узроўнем мора.,[???] знаходиться на висоті 615 метрів над рівнем моря.,[???] находится на высоте 615 метров над уровнем моря.,[???] се намира на 615 метра надморска височина.,[???] se nahaja na nadmorski višini 615 metrov.,[???] se nachází v nadmořské výšce 615 metrů nad mořem.
522,[???] jest bliźniakiem z:,[???] з'яўляецца пабрацімам:,[???] є побратимом із:,[???] является побратимом с:,[???] е побратимен с:,[???] je pobrateno z:,[???] je spojený s:
523,[???] uczestniczy w partnerstwie miast w celu wspierania dobrych stosunków międzynarodowych.,"[???] удзельнічае ў пабрацімстве гарадоў, каб спрыяць добрым міжнародным адносінам.",[???] бере участь у побратимстві міст з метою розвитку добрих міжнародних відносин.,[???] участвует в создании городов-побратимов для развития хороших международных отношений.,[???] участва в побратимяване на градове за насърчаване на добрите международни отношения.,[???] sodeluje pri pobratenju mest za spodbujanje dobrih mednarodnih odnosov.,"[???] se účastní partnerství měst, aby podpořilo dobré mezinárodní vztahy."
524,"Niektóre źródła podają, że [???] byli ciężkimi słabszymi.","Некаторыя крыніцы кажуць, што [???] былі цяжкімі аутсайдэрамі.","Деякі джерела кажуть, що [???] були важкими аутсайдерами.","Некоторые источники говорят, что [???] были аутсайдерами.","Някои източници казват, че [???] са били тежки аутсайдери.","Nekateri viri pravijo, da so bili [???] težki podložniki.","Některé zdroje říkají, že [???] byli těžcí smolaři."
525,[???] jest obecnie w trakcie realizacji wartego miliard dolarów planu odbudowy szkół miejskich.,[???] зараз знаходзіцца ў працэсе рэканструкцыі гарадской школы коштам 1 мільярд долараў.,[???] наразі перебуває в процесі реконструкції міської школи вартістю 1 мільярд доларів.,[???] в настоящее время находится в процессе реализации плана реконструкции городской школы стоимостью 1 миллиард долларов.,[???] в момента е в процес на план за възстановяване на градско училище за 1 милиард долара.,[???] je trenutno v postopku načrta za obnovo mestnih šol v vrednosti 1 milijardo dolarjev.,[???] je v současné době v procesu přestavby městských škol v hodnotě 1 miliardy dolarů.
526,[???] stał się również centrum branży windykacyjnej.,[???] таксама стаў цэнтрам індустрыі спагнання даўгоў.,[???] також став центром індустрії стягнення боргів.,[???] также стал центром индустрии взыскания долгов.,[???] също се превърна в център на индустрията за събиране на дългове.,[???] je postal tudi središče industrije izterjave dolgov.,[???] se také stal centrem průmyslu vymáhání pohledávek.
527,"W rzeczywistości [???] ma ponad 20 parków, z których wiele jest dostępnych z dowolnej części miasta.","Фактычна, [???] мае больш за 20 паркаў, да некалькіх можна дабрацца з любой часткі горада.","Насправді, [???] має понад 20 парків, кілька з яких доступні з будь-якої частини міста.","На самом деле, [???] насчитывает более 20 парков, многие из которых доступны из любой части города.","Всъщност [???] има повече от 20 парка, като множество от тях са достъпни от всяка част на града.","Pravzaprav ima [???] več kot 20 parkov, od katerih je več dostopnih iz katerega koli dela mesta.","Ve skutečnosti má [???] více než 20 parků, z nichž několik je přístupných z kterékoli části města."
528,"[???] ma kilka specjalistycznych sklepów spożywczych/importowych w starych dzielnicach etnicznych i jest domem dla eklektycznej kolekcji kawiarni i restauracji, które serwują przygodowe, kosmopolityczne potrawy.","[???] мае некалькі спецыялізаваных імпартных/прадуктовых магазінаў у старых этнічных кварталах і з'яўляецца домам для эклектычнай калекцыі кавярняў і рэстаранаў, якія падаюць авантурныя, касмапалітычныя стравы.","[???] має кілька спеціалізованих імпортних/продуктових магазинів у старих етнічних районах, а також є домом для різноманітної колекції кафе та ресторанів, які пропонують пригодницькі космополітичні страви.","В [???] есть несколько специализированных импортных/продуктовых магазинов в старых этнических кварталах, а также эклектичная коллекция кафе и ресторанов, где подают авантюрные космополитические блюда.","[???] има няколко специализирани магазина за внос/хранителни стоки в стари етнически квартали и е дом на еклектична колекция от кафенета и ресторанти, които сервират приключенски, космополитни ястия.","[???] ima več specializiranih uvoznih/živilskih trgovin v starih etničnih soseskah in je dom eklektične zbirke kavarn in restavracij, ki strežejo pustolovske, svetovljanske jedi.","[???] má několik specializovaných obchodů s dovozem/potravinami ve starých etnických čtvrtích a je domovem eklektické sbírky kaváren a restaurací, které podávají dobrodružné, kosmopolitní jídlo."
529,Ale to nie powstrzymało wszystkich wykształconych [???] od ich czytania.,Але гэта не перашкодзіла ўсім адукаваным [???] прачытаць іх.,Але це не завадило всім освіченим [???] їх прочитати.,Но это не мешало всем образованным [???] читать их.,Но това не попречи на всички образовани [???] да ги прочетат.,"A to ni preprečilo vseh izobraženih [???], da bi jih prebrali.",Ale to nezabránilo všem vzdělaným [???] v jejich čtení.
530,"[???] ma około 116160 hektarów (287000 akrów) winnic, 57 apelacji, 10 000 zamków winiarskich i 13 000 plantatorów winorośli.","[???] мае каля 116160 га (287000 акраў) вінаграднікаў, 57 назваў, 10 000 вінаробных замкаў і 13 000 вытворцаў вінаграду.","[???] має близько 116160 га (287000 акрів) виноградників, 57 найменувань, 10 000 виноробних замків і 13 000 виноградарів.","[???] имеет около 116 160 гектаров (287 000 акров) виноградников, 57 наименований, 10 000 винодельческих замков и 13 000 виноградарей.","[???] има около 116160 хектара (287000 акра) лозя, 57 наименования, 10 000 винопроизводителни замъци и 13 000 производители на грозде.","[???] ima približno 116160 hektarjev (287000 hektarjev) vinogradov, 57 apelacij, 10.000 vinorodnih dvorcev in 13.000 pridelovalcev grozdja.","[???] má asi 116160 hektarů (287000 akrů) vinic, 57 apelací, 10 000 vinařských zámků a 13 000 pěstitelů hroznů."
531,"Z roczną produkcją około 850 milionów butelek [???] produkuje duże ilości wina codziennego, jak również jedne z najdroższych win na świecie.","З гадавым аб'ёмам вытворчасці каля 850 мільёнаў бутэлек [???] вырабляецца вялікая колькасць штодзённага віна, а таксама некаторыя з самых дарагіх вінаў у свеце.","З річним виробництвом приблизно 850 мільйонів пляшок [???] виробляє велику кількість повсякденного вина, а також одні з найдорожчих вин у світі.","С годовым объемом производства около 850 миллионов бутылок [???] производит большое количество повседневного вина, а также одни из самых дорогих вин в мире.","С годишно производство от приблизително 850 милиона бутилки, [???] произвежда големи количества ежедневно вино, както и едни от най-скъпите вина в света.","Z letno proizvodnjo približno 850 milijonov steklenic [???] proizvajajo velike količine vsakdanjega vina, pa tudi nekatera najdražja vina na svetu.",S roční produkcí přibližně 850 milionů lahví [???] produkuje velké množství každodenního vína a také některá z nejdražších vín na světě.
532,[???] ma wiele szkół publicznych i prywatnych oferujących studia licencjackie i podyplomowe.,"[???] мае мноства дзяржаўных і прыватных школ, якія прапануюць праграмы бакалаўрыяту і аспірантуры.","[???] має численні державні та приватні школи, які пропонують програми бакалаврату та аспірантури.","[???] имеет множество государственных и частных школ, предлагающих программы бакалавриата и магистратуры.","[???] има множество държавни и частни училища, предлагащи бакалавърски и следдипломни програми.","[???] ima številne javne in zasebne šole, ki ponujajo dodiplomske in podiplomske programe.",[???] má mnoho veřejných a soukromých škol nabízejících bakalářské a postgraduální programy.
533,[???] ma wiele opcji zakupów.,[???] мае шмат варыянтаў пакупак.,[???] має багато варіантів покупок.,[???] есть много возможностей для покупок.,[???] има много опции за пазаруване.,[???] ima veliko možnosti nakupovanja.,[???] má mnoho nákupních možností.
534,[???] jest ważnym węzłem drogowym i autostradowym.,[???] з'яўляецца важным вузлом дарог і аўтастрад.,[???] — важливий вузол доріг та автомагістралей.,[???] является важным перекрестком дорог и автомагистралей.,[???] е важен пътен и магистрален възел.,[???] je pomembno cestno in avtocestno križišče.,[???] je důležitou silniční a dálniční křižovatkou.
535,[???] jest bliźniakiem z:,[???] з'яўляецца пабрацімам:,[???] є побратимом із:,[???] является побратимом с:,[???] е побратимен с:,[???] je pobrateno z:,[???] je spojený s:
536,"[???] słynie również z rzemieślników, którzy produkują szeroką gamę rękodzieła, w tym tkaniny i ubrania batik i ikat, rzeźby w drewnie, rzeźby w kamieniu, dzieła malarskie i sztućce.","[???] таксама вядомы сваімі рамеснікамі, якія вырабляюць шырокі спектр вырабаў рамёстваў, у тым ліку тканіны і вопратку батык і ікат, драўляную разьбу, разьбу па камені, жывапіс і срэбра.","[???] також відомий своїми ремісниками, які виробляють широкий спектр ремесел, включаючи батик і ікат тканини та одяг, дерев'яні різьблення, різьблення по каменю, розписи та срібні вироби.","[???] также известен своими ремесленниками, которые производят широкий спектр изделий ручной работы, в том числе ткани и одежду для батика и иката, резьбу по дереву, резьбу по камню, роспись и изделия из серебра.","[???] също е известен със своите занаятчии, които произвеждат огромен набор от занаяти, включително батик и икат плат и дрехи, дърворезби, каменни резби, рисувано изкуство и сребърни прибори.","[???] je znan tudi po svojih obrtnikih, ki izdelujejo široko paleto rokodelskih izdelkov, vključno z batik in ikat tkaninami in oblačili, lesenimi rezbarijami, kamnitimi rezbarijami, poslikanimi umetninami in srebrnino.","[???] je také známý pro své řemeslníky, kteří vyrábějí širokou škálu ručních prací, včetně batikovaných a ikatových látek a oděvů, dřevěných řezbářských prací, kamenných řezbářských prací, malovaného umění a stříbra."
537,[???] nie ma linii kolejowych.,[???] не мае чыгуначных ліній.,[???] не має залізничних ліній.,[???] не имеет железнодорожных путей.,[???] няма железопътни линии.,[???] nima železniških prog.,[???] nemá žádné železniční tratě.
538,"[???] słynie z różnorodnych i wyrafinowanych form sztuki, takich jak malarstwo, rzeźba, rzeźbienie w drewnie, rękodzieło i sztuki sceniczne.","[???] славіцца сваімі разнастайнымі і складанымі відамі мастацтва, такімі як жывапіс, скульптура, разьба па дрэве, рамёствы і выканальніцкае мастацтва.","[???] відомий своїми різноманітними та витонченими видами мистецтва, такими як живопис, скульптура, різьблення по дереву, ремесла та виконавське мистецтво.","[???] известен своими разнообразными и сложными формами искусства, такими как живопись, скульптура, резьба по дереву, ремесла и исполнительское искусство.","[???] е известен със своите разнообразни и сложни форми на изкуство, като живопис, скулптура, дърворезба, ръчни занаяти и сценични изкуства.","[???] je znan po svojih raznolikih in prefinjenih umetniških oblikah, kot so slikarstvo, kiparstvo, rezbarenje lesa, ročna dela in uprizoritvene umetnosti.","[???] je proslulý svými rozmanitými a sofistikovanými uměleckými formami, jako je malba, sochařství, řezbářství, ruční práce a divadelní umění."
539,"[???] szczyci się jedną z najbardziej zróżnicowanych i innowacyjnych kultur sztuk scenicznych na świecie, z płatnymi występami na tysiącach świątyń festiwali, prywatnych ceremonii lub pokazów publicznych.","[???] можа пахваліцца адной з самых разнастайных і інавацыйных культур выканальніцкага мастацтва ў свеце з платнымі выступамі на тысячах храмавых фестываляў, прыватных цырымоніяў або публічных шоу.","[???] може похвалитися однією з найрізноманітніших та інноваційних культур виконавського мистецтва у світі, з оплачуваними виступами на тисячах храмових фестивалів, приватних церемоній чи публічних шоу.","[???] может похвастаться одной из самых разнообразных и инновационных культур исполнительского искусства в мире, с платными выступлениями на тысячах храмовых фестивалей, частных церемоний или публичных представлений.","[???] може да се похвали с една от най-разнообразните и иновативни култури за сценични изкуства в света, с платени изпълнения на хиляди храмови фестивали, частни церемонии или публични шоу програми.","[???] se ponaša z eno najbolj raznolikih in inovativnih kultur uprizoritvenih umetnosti na svetu, s plačanimi nastopi na tisočih tempeljskih festivalih, zasebnih slovesnostih ali javnih predstavah.","[???] se může pochlubit jednou z nejrozmanitějších a nejinovativnějších kultur scénického umění na světě s placenými představeními na tisících chrámových festivalů, soukromých obřadů nebo veřejných představení."
